video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=oJ7ndI05UyY&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@eastnwestfr,East-n-West,Zurich Airport to Interlaken by Train | April 2023,26K,7 months,We went to Interlaken from Zurich Airport by train in April 2023. Sharing our experience in this video. Our Switzerland Trip Videos: ...,2024-01-25 20:30:27.285773
/watch?v=DzX6Ga9asxQ&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@RMTransit,RMTransit,The World’s Most Unconventional Rail Line? | Zurich Uetliberg Bahn S10,70K,1 year,Special thanks to Dominic Stucki and yorryyorry for providing information and footage for this video! Dominic's thread about the ...,2024-01-25 20:30:27.288659
/watch?v=fk0hodTKadI&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@TheTravelingSwiss,The Traveling Swiss – Alexis & Louis,SWISS TRAIN PASS GUIDE: 2023 UPDATE | How to choose the best pass for your budget in Switzerland!,72K,8 months,"The Swiss Travel Pass is not your only option! In this video, we'll cover all of the most recent information so you can select the best ...",2024-01-25 20:30:27.292491
/watch?v=iVg6tcrQMKY&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@TheTravelingSwiss,The Traveling Swiss – Alexis & Louis,"10 Tourist Mistakes to Avoid in ZURICH, SWITZERLAND | What to know before visiting Zurich",37K,9 months,"Planning a trip to Switzerland? Don't make the same mistakes that so many tourists do in Zurich! In this video, we'll reveal the top ...",2024-01-25 20:30:27.296564
/watch?v=fzuP0hMUjFk&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@AplinsintheAlps,Aplins in the Alps,Ultimate Swiss Train Pass Guide *Updated* | Free Checklist | How to pick a Swiss Rail Pass,115K,7 months,NOT buying a Swiss Train Pass is like throwing your money in the garbage! WATCH NOW to find the best Swiss Rail Pass for your ...,2024-01-25 20:30:27.306900
/watch?v=fkiiM2qlys0&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@ExoticVacation,Exotic Vacation,How to Spend 3 Days in ZURICH Switzerland | The Perfect Travel Itinerary,16K,1 month,Get ready to dive into the heart-pounding city of Zurich! Join us as we unleash the ultimate guide on how to spend three ...,2024-01-25 20:30:27.309368
/shorts/1a0GlRAxtyc,/@TheShootingStarBlog,The Shooting Star,Public Transport in Switzerland: Mind = Blown!,2.4K,10 months,"Until I arrived in Switzerland last summer, I had forgotten how much I'd missed exploring a country using public transport! After 2 ...",2024-01-25 20:30:27.311119
/watch?v=gphw1nfCVwM&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@globaltravelchannel,Global Travel Channel,Best 15 Things to Do in ZURICH SWITZERLAND: The Ultimate Guide,73K,1 year,"Planning a holiday to Zurich, Switzerland? Zurich is truly a wonderful combination of a modern, highly developed city and a quaint ...",2024-01-25 20:30:27.313586
/watch?v=6EUg6PMhomo&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@StreetfilmsCommunity,Streetfilms,"Zurich's Policies Favor People & Transit, Not Cars",44K,9 years,"When it comes to transportation options and smart city planning, you can argue Zurich, Switzerland takes the top prize in the world ...",2024-01-25 20:30:27.315962
/shorts/ExcJkkEVMiQ,/@PINKPANTHERofficial,Pink Panther,"Tram ride in Zurich, Switzerland Evening View Video",1.1K,3 years,"Evening View Video to Traveling by tram in Zurich, Switzerland.",2024-01-25 20:30:27.317733
